sentence;type;entities
con Iphone x giá 25tr đợt đó giờ muốn đổi sang Iphone XS Max thì thêm bao nhiêu ạ.;hoi_doi_cu_lay_moi;PHONE:Iphone x|PHONE:IPhone XS Max
iphone 7plus 32gb đổi lên xs mas 64 thì bù bao nhiêu bạn;hoi_doi_cu_lay_moi;PHONE:iphone 7plus|ROM:32|PHONE:xs max|ROM:64
Iphone x 64 gb đổi lên x max 64 thì thêm bn tiền ạ;hoi_doi_cu_lay_moi;PHONE:Iphone x|ROM:64|PHONE:x max|ROM:64
Mình muốn đổi IP 8Plus 64Gb Gold thì phải bù bao nhiêu vậy;hoi_doi_cu_lay_moi;PHONE:IP 8 Plus|ROM:64|COLOR:Gold
Bao giờ có hàng xs max gold về vậy;hoi_khi_nao;PHONE:xs max|COLOR:gold
Em muốn đổi ip x 64g moi mua dc 4 tháng cua cellphone lên xs max gold 64 chính hãng thì càn bảo nhiêu và có được trả góp ko ạ;hoi_doi_cu_lay_moi;PHONE:ip x|ROM:64|PHONE:xs max|COLOR:gold|ROM:64
Pmh 2.700.000 là mua hàng hay áp dụng giảm vào giá máy luuom ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:Pmh
cho mình hỏi trả góp qua homecredit 12 tháng thanh toán trước 50% thì ntn ạ;hoi_tra_gop;IS_NEEDED:trả góp
Có áp dụng PMH vào giá sản phẩm luôn không ạ?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:PMH
tặng PMH 2tr7 là sao hả shop ?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:PMH
e muốn đổi từ iphone X sang  Xs max thì bù thêm bao nhiêu thế ?;hoi_doi_cu_lay_moi;PHONE:iphone X|PHONE:Xs max
Ad ơi cho em hỏi của hàng mình ở hà nội địa chỉ ở đâu ạ;hoi_dia_chi;LOCATION:hà nội
bây giờ đặt có đc nhận giảm 2 triệu + sạc ko dây ko shop;hoi_khuyen_mai;IS_SALE_OFF_NOW:nhận giảm 2 triệu
Co 2 sim k ban;hoi_phan_cung;HOW_NUMBER_SIM:2 sim
Shop ơi giá iPhone này nhiêu vậy ạ;hoi_gia;OTHER:nhiêu vậy ạ
Có trả góp 0% ko ạ;hoi_tra_gop;IS_NEEDED:trả góp
con xs max 64gb này đã  có hàng sẵn tại cửa hàng luôn hay sao vậy?;hoi_con_hang;PHONE:xs max|ROM:64
Mình thấy còn 1 máy, có ai đặt mua chưa ad?;hoi_con_hang;OTHER:có ai đặt mua chưa
tư vấn giúp mình trả góp 0%;hoi_tra_gop;IS_NEEDED:trả góp
Ở thành phố hồ chí minh còn không shop?;hoi_con_hang;LOCATION:hồ chí minh
8+ đỏ ở Hàng bài còn ko ạ;hoi_con_hang;PHONE:8+|LOCATION:Hàng bài
con hang ko shops???;hoi_con_hang;OTHER:con hang ko
Nếu mình có thẻ tín dụng Sacombank, trả góp 0% sản phẩm thì mình sẽ bị tính phí 4% phải ko ạ?;hoi_tra_gop;IS_NEEDED:trả góp
Máy xách tay này khi mua thì shop có thể cho mình biết máy nhập khẩu từ nc nào ko vậy????;hoi_nguon_hang;LOCATION:nc nào
chính hãng không ạ;hoi_nguon_hang;WHAT_FROM_TYPE:chính hãng không
tphcm co hang ko shop;hoi_con_hang;LOCATION:tphcm
cho mình hỏi hiện máy còn ở cơ sở nào ngoài hà nội bạn nhỉ;hoi_con_hang;LOCATION:hà nội
Còn hàng ko shop. T2 mình qua lấy đc ko ;hoi_con_hang;OTHER:Còn hàng ko
hàng xách tay hả shop;hoi_nguon_hang;WHAT_FROM_TYPE:hàng xách tay
Còn hàng ko shop. Thủ tục trả góp như thế nào vậy ạ.;hoi_con_hang;OTHER:Còn hàng ko
Xin hỏi mẫu này là hàng xách tay, còn nguyên seal, chưa active đúng ko?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:nguyên seal
Ở HN còn cửa hàng nào có hàng ko nhỉ?;hoi_con_hang;LOCATION:HN
e trả 30% thì lãi suất như nào ạ( có cmnd gplx với sổ hộ khẩu ạ). e không có thẻ tín dụng.;hoi_tra_gop;IS_NEEDED:lãi suất như nào
E muốn trả góp 30% có đk k ạ;hoi_tra_gop;IS_NEEDED:trả góp
Nếu e muốn trả góp 50% thi mỗi tháng phải trả bao nhiêu tiền vậy?????? ;hoi_tra_gop;IS_NEEDED:trả góp
Hàng này xách tay fullbox nguyên seal không?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:nguyên seal
Muốn đổi từ samsung s8+ qua máy này thì như thế nào ạ? Máy s8+ của e mua chưa đc 1 tháng.;hoi_doi_cu_lay_moi;PHONE:samsung s8+
hàng này là hàng xách tay hay hàng công ty vậy ad?;hoi_nguon_hang;WHAT_FROM_TYPE:xách tay hay hàng công ty
nếu mua trả góp thì mỗi tháng trả bao nhiêu ạ?;hoi_tra_gop;IS_NEEDED:trả góp
hàng này là hàng xách tay hay hàng công ty vậy ad?;hoi_nguon_hang;WHAT_FROM_TYPE:hàng xách tay hay hàng công ty
nếu mua trả góp thì mỗi tháng trả bao nhiêu ạ?;hoi_tra_gop;IS_NEEDED:trả góp
Còn hàng ở nguyễn văn cừ HN ko ạ?;hoi_con_hang;LOCATION:nguyễn văn cừ|LOCATION:HN
còn hàng k bạn;hoi_con_hang;OTHER:còn hàng k
Máy có mã thị trường Châu Âu đang có ở cửa hàng nào Tp.HCM vậy ạ? ;hoi_dia_chi;LOCATION:Tp.HCM
có bản LL chưa ad?;hoi_phan_cung;WHAT_CODE:bản LL
hiện đang có bản gì vậy?;hoi_phan_cung;WHAT_CODE:bản gì
Khoảng bao lâu thì khu vực tphcm có mẫu này 64gb bản LL vậy ạ;hoi_khi_nao;LOCATION:tphcm|ROM:64|CODE:LL
Có được trả trước 1 nửa rồi máy tới thì trả luôn được kh ạ ;hoi_tra_gop;IS_NEEDED:trả trước
Mình mua trả góp trả trước 5 triệu thì tính ntn ad nhỉ?;hoi_tra_gop;IS_NEEDED:trả góp
Ad cho em hỏi máy 8 plus red 64gb này thị trường nào vậy ạ ?;hoi_nguon_hang;LOCATION:thị trường|PHONE:8 plus|COLOR:red|ROM:64
Máy này là máy mới nguyên seal hay đã qua sử dụng ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:nguyên seal
Ở hcm khu vực nào có hàng vậy shop?;hoi_con_hang;LOCATION:hcm
Mẫu này mình muốn góp 0% thì đưa trước bao nhiêu ạ? Của ngân hàng nào ạ?;hoi_tra_gop;IS_NEEDED:đưa trước bao nhiêu
Còn máy 256gb k ad???;hoi_con_hang;ROM:256
Hàng này bao giờ về TPHCM vậy Shop;hoi_khi_nao;LOCATION:TPHCM
khi nào hàng về vậy ạ;hoi_khi_nao;OTHER:hàng về
Có hàng 8plus 64gb hang VN/A không bạn có thì giá bao nhiêu vậy bạn;hoi_gia;PHONE:8plus|ROM:64|CODE:VN/A
Trả góp như thế nào vậy bạn;hoi_tra_gop;IS_NEEDED:Trả góp
Ở cầu giấy còn máy này mã LL/a ko ạ;hoi_con_hang;LOCATION:cầu giấy|CODE:LL/a
Cho e hỏi là ip 8+ đỏ còn hàng ở nguyễn văn cừ hà nội k ạ và máy mới là chính hãng nhập fpt à à shop;hoi_con_hang;PHONE:ip 8+|COLOR:đỏ|LOCATION:nguyễn văn cừ|LOCATION:hà nội
Tphcm còn hang ip8pl 64g đỏ khong.;hoi_con_hang;LOCATION:Tphcm|PHONE:ip8pl|ROM:64|COLOR:đỏ
Hàng chính hãng mới nguyên seal full box hàng ll/A.;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:nguyên seal
Giá hiện tại là bao nhiêu.;hoi_gia;OTHER:bao nhiêu
Giá của note 8 hiện tại là bao nhiêu ạ;hoi_gia;PHONE:note 8
con hang ko ad;hoi_con_hang;OTHER:hang ko
Bao h có hàng zay ad;hoi_khi_nao;OTHER:Bao h có hàng
Ad khi nào có hàng lại vậy??;hoi_khi_nao;OTHER:khi nào có hàng
trả gop home thì co lãi suất k.và tra trước va góp ntn;hoi_tra_gop;IS_NEEDED:trả gop
Sp này hiện tại còn ko ạ.e ở tphcm;hoi_con_hang;LOCATION:tphcm
Bên mình ko còn về hàng note 8 nữa àk;hoi_con_hang;PHONE:note 8
shop ơi cho mình hỏi Note 8 này là hàng chính hãng của samsung việt nam ha là hàng xách tay ạ?;hoi_nguon_hang;WHAT_FROM_TYPE:hàng xách tay
hàng còn ở cửa hàng nào vậy CellphoneS ơi;hoi_con_hang;OTHER:hàng còn ở cửa hàng
Note 8 và S8 có bản 128GB ko ạ ;hoi_con_hang;PHONE:Note 8|PHONE:S8|ROM:128 
S8 Note 8 có đi kèm quà tặng ko ạ ;hoi_khuyen_mai;PHONE:S8|PHONE:Note 8|SALE_OFF_GIFF:kèm quà tặng
Khi nào thì có note 8 màu đen về lại vậy;hoi_khi_nao;PHONE:note 8|COLOR:đen
Còn hàng tai tphcm k;hoi_con_hang;LOCATION:tphcm
cho hỏi còn note 8 này không ạ;hoi_con_hang;PHONE:note 8
Dạ cho em hỏi ở Tp.HCM có cửa hàng nào còn máy màu đen hoặc vàng không ạ ;hoi_dia_chi;LOCATION:Tp.HCM|COLOR:đen|COLOR:vàng
Cho mình hỏi máy mới chính hãng hay là hàng xách tay vậy;hoi_nguon_hang;WHAT_FROM_TYPE:chính hãng
cho mình hỏi cn nguyễn ảnh thủ còn màu đen ko ạ;hoi_con_hang;LOCATION:nguyễn ảnh thủ|COLOR:đen
hàng chính hãng nguyên seal giá 14tr à ad?;hoi_gia;OTHER:à ad
cho e hỏi khu vực hà nội còn hàng k ạ;hoi_con_hang;LOCATION:hà nội
Hàng này chính hãng mới nguyên hộp luôn hả shop;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:mới nguyên hộp
mình muốn trả góp sản phẩm này kì hạn 6 tháng thì cần những gì vậy shop ?;hoi_tra_gop;IS_NEEDED:trả góp
Tphcm còn ko shop;hoi_con_hang;LOCATION:Tphcm
cửa hàng mình có ở bình dương k;hoi_dia_chi;LOCATION:bình dương
Còn hàng ko shop?;hoi_con_hang;OTHER:hàng ko
Note8 ở HN còn hàng k bạn.;hoi_con_hang;PHONE:Note8|LOCATION:HN
mình muốn mua trả góp?;hoi_tra_gop;IS_NEEDED:mua trả góp
khi mua máy này mình có sử dụng được samsung gift không ạ?;hoi_khuyen_mai;SALE_OFF_GIFF:được samsung gift
Note 8 trong thành phố hcm khi nào có màu đen trở lại vậy ạ;hoi_khi_nao;PHONE:Note 8|LOCATION:hcm|COLOR:đen
8 note còn hàng ko ban;hoi_con_hang;PHONE:8 note
bao h có hàng z shop ;hoi_khi_nao;OTHER:có hàng
Mình có mua 7+ 128GB bên cửa hàng giờ mình muốn đổi trả để mua trả góp sản phẩm này có được k ?;hoi_doi_cu_lay_moi;PHONE:7+|ROM:128
Còn hàng ko ad.;hoi_con_hang;OTHER:hàng ko
Mua trả góp 0% là trên giá 13tr990k hay gì vậy.;hoi_tra_gop;IS_NEEDED:trả góp
chào bạn note 8 ở hà nội còn k ạ;hoi_con_hang;PHONE:note 8|LOCATION:hà nội
Máy not 8 này là hàng chính hãng full box hay là hàng xach tay vây ad..;hoi_nguon_hang;PHONE:not 8|IS_BRAND_NEW_OR_LIKE_NEW:full box
Iphone 7 plus 32g đổi sang note 9 bù thêm bao nhiêu bạn;hoi_doi_cu_lay_moi;PHONE:Iphone 7 plus|ROM:32|PHONE:note 9
Khi nào note8 ở Hà Nội có hàng vậy?;hoi_khi_nao;PHONE:note8|LOCATION:Hà Nội
Anh/chị cho e hỏi. Mình còn máy màu đen không ạ?;hoi_con_hang;COLOR:đen
đây là máy full box chính hãng chứ ạ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:full box
Hiện màu đen còn ở những CN nào ở HN ạ;hoi_dia_chi;COLOR:đen|LOCATION:HN
có được trả góp 0% qua công ty tài chính ko shop.;hoi_tra_gop;IS_NEEDED:trả góp
bạn cho mình hỏi hàng này là bản quốc tế phải không.;hoi_nguon_hang;IS_GLOBAL:là bản quốc tế
mình sử dụng ở nước ngoài có được không.;hoi_nguon_hang;IS_GLOBAL:sử dụng ở nước ngoài
Hàng này của nước nào vậy shop;hoi_nguon_hang;LOCATION:nước nào
Bên mình có bản 128gb ko ạ;hoi_con_hang;ROM:128
Có những màu nào zay ad;hoi_con_hang;WHAT_ELSE_COLOR:những màu nào
Cửa hàng có đổi Mi A1 lên đời Mi A2 ko ah;hoi_doi_cu_lay_moi;PHONE:Mi A1|PHONE:Mi A2
phiên bản mi6x ram 6gb có hàng ko shop;hoi_con_hang;PHONE:mi6x|RAM:6
Có trả góp 0% qua cty tài chính k ạ;hoi_tra_gop;IS_NEEDED:trả góp
Cho hỏi bh có phiên bản rom 64gb ạ;hoi_con_hang;ROM:64
K bt bh có màu đen vậy ạ;hoi_khi_nao;COLOR:đen
Dien thoai choi lien quan ok k;hoi_nhu_cau;GAME:lien quan
Con ni chụp ảnh có tốt ko shop;hoi_nhu_cau;PHOTO:chụp ảnh
Còn màu đen không ad;hoi_con_hang;COLOR:đen
may co choi game ngon ko ad;hoi_nhu_cau;IS_FINE_WHILE_PLAYING:choi game
Ad cho em hỏi trả góp 0% qua HD Sài Gòn cụ thể như nào ạ.;hoi_tra_gop;IS_NEEDED:trả góp
Giảm giá đến khi nào mới hết vậy CellphoneS??????;hoi_khuyen_mai;WHEN_END_SALE_OFF:Giảm giá đến khi nào
con này chơi PUBG mobile có mượt không ạ nó có hơn con note 5 pro không ạ;hoi_nhu_cau;GAME:PUBG mobile
máy ko có khả năng room 2x sao bài viết ghi là room 2x;hoi_phan_cung;WHAT_FRONT_CAMERA:khả năng room 2x
tư vấn giúp mình mua trả góp qa HD Sai Gon với 0% ;hoi_tra_gop;IS_NEEDED:mua trả góp
bên shop khu vực gần trường đại học sư phạm nghệ thuật trung ương còn bản 32g màu đen ko ạ;hoi_con_hang;LOCATION:gần trường đại học sư phạm nghệ thuật trung ương|ROM:32
Bạn ơi sao máy mình ko chơi liên quân trên 30 fps đc;hoi_nhu_cau;GAME:liên quân
Cuối cùng là androione hay androi 8.1 ạ?;hoi_phan_mem;WHAT_OS:androione hay androi 8.1
bản 64gb bao nhiêu vậy bạn ?;hoi_gia;ROM:64
Cửa hàng ở hồ chí minh của mình ở đâu v ạ;hoi_dia_chi;LOCATION:hồ chí minh
Máy là mi6X chạy phần mềm cho nội địa Trung Quốc ạ?;hoi_nguon_hang;PHONE:mi6X|WHAT_FROM_TYPE:cho nội địa|LOCATION:Trung Quốc
Dạ có bản mi 6x k ạ;hoi_con_hang;PHONE:mi 6x
Cho mình hỏi khu vực nào ở hà nội còn hàng vậy. Cảm ơn;hoi_dia_chi;LOCATION:hà nội
Xiaomi Mi 6X 64GB (Ram 6GB) Mới Nguyên Seal  giá bao nhiêu vậy ;hoi_gia;PHONE:Xiaomi Mi 6X|ROM:64|RAM:6
Có máy cũ 99% không ạ;hoi_con_hang;ASK_OLD_PHONE:Có máy cũ 99%
Mi A2 này là chính hãng ở Việt Nam hả Ad;hoi_nguon_hang;WHAT_FROM_TYPE:chính hãng
khong co ban 64 GB ha anh;hoi_con_hang;ROM:64
Bên cửa hàng có đổi từ Mi A1 lên Mi A2 ko ad;hoi_doi_cu_lay_moi;PHONE:Mi A1|PHONE:Mi A2
Nếu có đổi thi phải bù thêm bao nhiêu;hoi_doi_cu_lay_moi;EXTRA_MONEY:bù thêm bao nhiêu
ở thủ Đức có màu hồng k qtv;hoi_con_hang;LOCATION:thủ Đức|COLOR:hồng
Ngả tư hoà lợi thành phố mới tỉnh bình dương còn màu cìn màu đen k ạ;hoi_con_hang;LOCATION:bình dương|COLOR:đen
Và mùa ở TGDD có đồng giá như trên này k ;hoi_gia;OTHER:đồng giá
Mình muốn mua trả góp thì đóng trước bao nhiêu vậy shop ???;hoi_tra_gop;IS_NEEDED:mua trả góp
Cửa hàng ở lê văn việt q9 còn hàng màu gì vậy ac;hoi_nguon_hang;LOCATION:lê văn việt|LOCATION:q9|WHAT_ELSE_COLOR:còn hàng màu gì
Hà Nội cửa hàng nào còn hàng vậy?;hoi_dia_chi;LOCATION:Hà Nội
Hcm còn hàng ở showroom nào vậy ạ;hoi_dia_chi;LOCATION:Hcm
Khi nào bên shop có màu đen ở HCM;hoi_khi_nao;COLOR:đen
Cell phone s cho xem giá  trả góp đc ko;hoi_tra_gop;IS_NEEDED:trả góp
Cho em hỏi điện thoại này có tiếng anh ko ạ hay chỉ có tiếng trung thôi?;hoi_phan_mem;IS_VIETNAMESE_INSTALLED:điện thoại này có tiếng anh ko ạ
em dưới 18t có mua trả góp được ko shop?;hoi_tra_gop;IS_NEEDED:trả góp
Cửa hành mình có ở cần thơ ko anh ;hoi_dia_chi;LOCATION:cần thơ
Cho mik hỏi là có cửa hàng ở Đà Lạt không;hoi_dia_chi;LOCATION:Đà Lạt
Có cửa hàng nào gần quận Tân Phú không ad?;hoi_dia_chi;LOCATION:Tân Phú
miui ở phiên bản miui mấy ạ ?;hoi_phan_mem;WHAT_OS:ở phiên bản miui mấy ạ
có nâng đc lên miui kk ạ ?;hoi_phan_mem;CAN_UPDATE:có nâng đc lên
có nâng đc lên miui đc kk ạ ?;hoi_phan_mem;CAN_UPDATE:có nâng đc lên
máy này đang sale còn 3.690.000đ ạ ?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:đang sale còn
Đắc nông có K ad ơi;hoi_con_hang;LOCATION:Đắc nông
Bảo hành tại trung tâm ủy quyền là những nơi có bán máy này à shop;hoi_dia_chi;OTHER:nơi có bán máy
có hỗ trợ trả góp trong vòng 6 tháng không ạ;hoi_tra_gop;IS_NEEDED:trả góp
bản này là bản chính hãng hay là bản xách tay;hoi_nguon_hang;WHAT_FROM_TYPE:chính hãng hãy xách là tay
Đây là bản chính hãng hay sao;hoi_nguon_hang;WHAT_FROM_TYPE:chính hãng hay sao
Bên mình còn hàng 64Gb màu j vậy?;hoi_con_hang;WHAT_ELSE_COLOR:màu j vậy|ROM:64
ở quảng ngãi điện thoại này bán ở đâu;hoi_dia_chi;LOCATION:quảng ngãi
Bên cửa hàng mình còn hãng này 64GB 3GB ;hoi_con_hang;ROM:64|RAM:3
Ram màu xanh nước biển k? ;hoi_con_hang;COLOR:xanh nước biển
Có chi nhánh tại phú yên ko v?;hoi_dia_chi;LOCATION:phú yên
Có chi nhánh nào ở quận Bình Tân không ạ;hoi_dia_chi;LOCATION:Bình Tân
Bản 64GB không có màu đen à qtv;hoi_con_hang;ROM:64|COLOR:đen
có bản 4g ram rom64 ko ad;hoi_con_hang;RAM:4|ROM:64
cho em hỏi phụ kiện kèm theo khi mua máy này là gì ạ?;hoi_khuyen_mai;SALE_OFF_GIFF:phụ kiện kèm theo
cho e hỏi máy này có thể cập nhật lên android 8.0 được ko ạ?;hoi_phan_mem;CAN_UPDATE:cập nhật lên|VERSION_TO_UPDATE:android 8.0
bản 32gb màu gold bh có giá là bn ạ;hoi_gia;ROM:32|COLOR:gold
Cho em hỏi. Máy này bản 32gb màu đen bây giờ có giá là bao nhiêu ạ;hoi_gia;ROM:32|COLOR:đen
cho em xin gói trả góp của đt này ạ .;hoi_tra_gop;IS_NEEDED:trả góp
Phụ kiện theo máy gồm những gì vay6 ad;hoi_khuyen_mai;SALE_OFF_GIFF:Phụ kiện theo máy
E ở khu vực thủ đức chi nhánh bên đó còn hàng k ạ;hoi_con_hang;LOCATION:thủ đức 
Chiếc này chi nhánh hcm đag có giá bn vậy?;hoi_gia;LOCATION:hcm
Bạn ơi. Bên nguyễn văn cừ còn máy này màu đenn ko ạ ;hoi_con_hang;LOCATION:nguyễn văn cừ|COLOR:đenn
PMH có thể trừ trực tiếp vào máy không ad?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:PMH
Máy có tiếng Việt k shop ơi, mình ở xa muốn mua 1 cái;hoi_phan_mem;IS_VIETNAMESE_INSTALLED:Máy có tiếng Việt k
còn hàng ko shop;hoi_con_hang;OTHER:hàng ko
Nếu đúng thì ở long viên còn k?;hoi_con_hang;LOCATION:long viên
Bên mình có hỗ trợ trả góp tại cửa hàng thông qua ngân hàng HSBC không ạ?;hoi_tra_gop;IS_NEEDED:hỗ trợ trả góp
Máy nầy có mã VN ở chi nhánh nào vậy shop?;hoi_dia_chi;CODE:VN 
cho e hỏi máy còn màu đen ở khu vực tphcm k v ạ? ;hoi_con_hang;COLOR:đen
có màu đen không;hoi_con_hang;COLOR:đen
Cho mình hỏi mún mua con này trả góp thì mỗi tháng đóng bn , thủ tục cần gì cậy shop;hoi_tra_gop;IS_NEEDED:trả góp
Cho mình hỏi khi mua máy này có dc test chống nước tại cửa hàng ko;hoi_phan_cung;IS_WATER_PROTECTED:chống nước
Máy chính hãng của thị trường nào vậy;hoi_nguon_hang;WHAT_FROM_TYPE:chính hãng
máy chính hãng ah;hoi_nguon_hang;WHAT_FROM_TYPE:chính hãng
Máy mới chính hãng ko ạ, mình ở biên hòa;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:mới chính hãng|LOCATION:biên hòa 
Máy này là máy mới 100% hay máy kích hoạt rồi thế!?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:mới 100%
Có mã B/A ko ad;hoi_con_hang;CODE:B/A
Không có thẻ tín dụng có đc trả góp 0% k ạ?;hoi_tra_gop;IS_NEEDED:trả góp
Iphone 8 plus này sẽ mang mã nước nào hả;hoi_nguon_hang;PHONE:Iphone 8 plus|WHAT_CODE:mang mã nước nào
khi nào về máy mã LL vậy shop?;hoi_khi_nao;CODE:LL
Có bảng LL/A lh mình nhé;hoi_khi_nao;CODE:LL/A
Có mã LL/A chưa shop;hoi_khi_nao;CODE:LL/A
Đã có hàng LL/A chưa ad;hoi_khi_nao;CODE:LL/A
mình trả trước 10tr vậy gớp ntn;hoi_tra_gop;IS_NEEDED:trả trước
Iphone 7plus rose gold 32gb đổi 8plus 64gb thì bù bao nhiêu vậy shop?? ;hoi_doi_cu_lay_moi;PHONE:Iphone 8 plus|COLOR:rose gold|ROM:32|PHONE:8plus|ROM:64
Iphone 7plus đen nhám 128gb thì đổi 8plus 64 ghi thì bù bao nhiêu ạ;hoi_doi_cu_lay_moi;PHONE:Iphone 7plus|COLOR:đen nhám|ROM:32|PHONE:8plus|ROM:64
Ip6s+ 16g đổi củ lấy mới ip8+ 64g bù khoảg bao nhiu tiền v shop?;hoi_doi_cu_lay_moi;PHONE:Ip6s+|ROM:16|PHONE:ip8+|ROM:64
Đã có hàng VN/A chưa?;hoi_khi_nao;CODE:VN/A
hàng chính hãng  VN/A hả bạn;hoi_nguon_hang;WHAT_CODE:chính hãng VN/A hả
Đây là hàng thị trường nào v ạ??;hoi_nguon_hang;LOCATION:thị trường
sạc mấy chân v ạ?;hoi_phan_cung;WHAT_CHARGER:sạc mấy chân
Cho mình hỏi bản này là mã hàng Việt Nam phải không ạ.;hoi_nguon_hang;WHAT_FROM_TYPE:hàng Việt Nam
Ad cho e hỏi iphone 8plus bản mỹ 64g thì bn v ad;hoi_gia;PHONE:iphone 8plus|ROM:64
Cho hỏi ở hà nội còn màu trắng không;hoi_con_hang;COLOR:trằng
Sạc của iphone là 2 chân hay 3 chân ạ.;hoi_phan_cung;WHAT_CHARGER:Sạc của iphone là 2 chân
ad cho hỏi mình muốn mua trả góp 0% của home cridit là giá 18.900.000 phai ko?;hoi_tra_gop;IS_NEEDED:mua trả góp
S9+ gia bao nhieu shop;hoi_gia;PHONE:S9+
Nếu la chủ thẻ ngân hàng sacombank thi khi mua mình quẹt thẻ hả shop và hình thức 0% lãi xuất là như thế nào;hoi_tra_gop;IS_NEEDED:lãi xuất là như thế nào
Máy này trả góp 0% qua thẻ là như nào hả shop;hoi_tra_gop;IS_NEEDED:trả góp
mua trả góp có khuyến mãi gì k ad;hoi_khuyen_mai;SALE_OFF_GIFF:có khuyến mãi gì
Hiện tại còn thu cũ lên đời k ạ?;hoi_doi_cu_lay_moi;OTHER:thu cũ lên đời k
Giá hiện tại là bao nhiêu s9+;hoi_gia;PHONE:s9+
Giá hiện giờ bao nhiêu add, mình mua trả góp trả trước bao nhiêu;hoi_gia;OTHER:Giá hiện giờ bao nhiêu
Giá hien tại bao nhiu zay ad8;hoi_gia;OTHER:Giá hien tại bao nhiu
trả góp 0% với home credit có được giảm giá không ad?;hoi_giam_gia;IS_SALE_OFF_INSTALLMENT:trả góp 0% với home credit có được giảm giá
Mình đang xài s7 edge thì có chtrinh đổi dth k shop;hoi_doi_cu_lay_moi;PHONE:s7 edge
Hàng mỹ hay là vna vậy shop;hoi_nguon_hang;LOCATION:mỹ
Giá hotsale là 17.990.000đ rồi có được giảm thêm 4.400.000đ của CellphoneS nữa không Ad?;hoi_khuyen_mai;IS_SALE_OFF_NOW:có được giảm thêm
shop có máy s9 +  chíp snapdragnon 845  không mình;hoi_con_hang;PHONE:s9 +|CHIP:snapdragnon 845
Con km gi ko shop ?;hoi_khuyen_mai;SALE_OFF_GIFF:Con km gi ko
S9+ tra gop 0% thì ntn ?;hoi_tra_gop;PHONE:S9+|IS_NEEDED:tra gop
Minh ỡ xa muốn trả gop phai làm sao ad;hoi_tra_gop;IS_NEEDED:trả gop
18 triệu zậy có sử dụng pmh có được giảm 4 triệu 4 ko ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:pmh
Em muốn mua máy mới s9+ màu xanh,cho e hỏi máy còn nguyên hộp nguyên seal ko ạ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:nguyên seal
Ad cho mình xin cách thức trả góp qua home credit?trả trước bao nhiêu,trả trong vòng bao nhiêu tháng,số tiền cần thanh toán mỗi tháng?;hoi_tra_gop;IS_NEEDED:trả góp
cho mình hỏi s9+ máy mới màu xanh dương thanh toán trả góp home credit chia tỉ lệ như thế nào ạ. Có được áp dụng PMH 4600 khi trả góp không ?;hoi_tra_gop;PHONE:s9+|COLOR:xanh dương|IS_NEEDED:trả góp
cho mình hỏi trả góp bằng thẻ td là 12 hay 6 tháng vậy?;hoi_tra_gop;IS_NEEDED:trả góp
Bây giờ mua hàng còn áp dụng tạng PMH 4600.000 không shop;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:PMH
Cho mình hỏi còn sale không ạ;hoi_khuyen_mai;IS_SALE_OFF_NOW:còn sale không
làm sao biết được máy này có phải hàng đài loan hay k ad?;hoi_nguon_hang;LOCATION:đài loan
Hiện tại ở hcm còn máy màu đen ko shop ?;hoi_con_hang;LOCATION:hcm|COLOR:đen
cho hỏi iphone xr 128gb có mã LL/A ở tphcm không?;hoi_con_hang;PHONE:iphone xr|ROM:128|CODE:LL/A|LOCATION:tphcm
Mình có iphone 6s Plus 64G mua tháng 12 năm ngoái tại CellphoneS, giờ chuyển sang mua dùng XR 2sim thì bên CellphoneS chấp nhận thu cũ đổi mới không?;hoi_doi_cu_lay_moi;PHONE:iphone 6s Plus|ROM:64
Có áp dụng thu cũ đổi mới iphone XR như Xs max không ạ;hoi_doi_cu_lay_moi;PHONE:iphone XR|PHONE:Xs max
